arm,video,n_questions,gold_at_4_rate,mIoP,mIoU,delta_gold_at_4_vs_A,delta_mIoP_vs_A,delta_mIoU_vs_A
A,5902452647,6,0.16666666666666666,0.08333333333333341,0.08333333333333341,0.0,0.0,0.0
A,5907839036,8,0.375,0.21590909090909063,0.12323882761104364,0.0,0.0,0.0
A,5913180144,8,0.5,0.23719886363636355,0.1378095842595521,0.0,0.0,0.0
A,5919180502,8,0.625,0.11506912878787892,0.06163495121261681,0.0,0.0,0.0
A,5933003028,1,1.0,0.6258351893095769,0.571138211382114,0.0,0.0,0.0
A,5940941487,3,0.6666666666666666,0.07575757575757579,0.07575757575757579,0.0,0.0,0.0
A,5945172741,9,0.5555555555555556,0.3333333333333333,0.08566475999328758,0.0,0.0,0.0
A,5987365500,4,0.75,0.75,0.3370212765957446,0.0,0.0,0.0
A,6024684644,4,0.5,0.30207765151515137,0.2850522068401072,0.0,0.0,0.0
A,6025238212,5,0.4,0.2534624875898769,0.19195480708813048,0.0,0.0,0.0
A,6031805098,7,0.5714285714285714,0.2857142857142857,0.0903282291093588,0.0,0.0,0.0
A,6037747123,6,1.0,0.3617904040404037,0.12040014988896963,0.0,0.0,0.0
A,6046149003,1,1.0,0.04250946969696948,0.035204805859886404,0.0,0.0,0.0
A,6078524411,9,0.6666666666666666,0.3644292929292928,0.07046110239939854,0.0,0.0,0.0
A,6097994550,9,0.5555555555555556,0.4302592592592593,0.24658202184060438,0.0,0.0,0.0
A,6142416815,2,0.5,0.5,0.06962025316455693,0.0,0.0,0.0
A,6143391925,9,0.6666666666666666,0.2360765993265993,0.11429982452919545,0.0,0.0,0.0
A,6168295272,7,0.42857142857142855,0.16613365800865815,0.1463475927492723,0.0,0.0,0.0
A,6168716346,5,0.6,0.5045454545454545,0.3454090192387932,0.0,0.0,0.0
A,6183104292,6,0.8333333333333334,0.42470707070707076,0.23835872355990495,0.0,0.0,0.0
A,6188449000,7,0.5714285714285714,0.2640692640692644,0.05261405136266113,0.0,0.0,0.0
A,6201488511,7,0.5714285714285714,0.37662337662337686,0.2870349988994059,0.0,0.0,0.0
A,6233408665,9,0.1111111111111111,0.0973392255892256,0.07723431439927492,0.0,0.0,0.0
A,6239210933,9,0.3333333333333333,0.1111111111111111,0.07236457849369878,0.0,0.0,0.0
A,6244382586,3,1.0,0.23648989898989906,0.19508921285331524,0.0,0.0,0.0
A,6244675392,8,0.375,0.2528409090909091,0.05946251642238441,0.0,0.0,0.0
A,6253433310,5,0.6,0.24738857701848183,0.182956086518187,0.0,0.0,0.0
A,6265968082,3,0.6666666666666666,0.4758661616161617,0.3528563508107787,0.0,0.0,0.0
A,6277800530,3,0.6666666666666666,0.8186565656565655,0.22002407253977543,0.0,0.0,0.0
A,6291413193,7,0.5714285714285714,0.4136060606060605,0.23853328643844068,0.0,0.0,0.0
A,6297019062,7,0.42857142857142855,0.17075541125541122,0.109440079365472,0.0,0.0,0.0
A,6300775954,6,0.5,0.3573446969696971,0.261723460191342,0.0,0.0,0.0
A,6329954198,4,0.5,0.4149107675442132,0.401714338983447,0.0,0.0,0.0
A,6356067859,7,0.2857142857142857,0.05726731601731601,0.051046937328464825,0.0,0.0,0.0
A,6413546609,5,0.2,0.1917816099826044,0.08975256410256408,0.0,0.0,0.0
A,6443512089,5,0.4,0.1422893939393937,0.09002722325336343,0.0,0.0,0.0
A,6480018109,2,1.0,0.9981060606060608,0.479857588028964,0.0,0.0,0.0
A,6516459343,11,0.6363636363636364,0.43571625344352627,0.09034359835844818,0.0,0.0,0.0
A,6582763207,3,0.3333333333333333,0.26119002525252527,0.1930745627851084,0.0,0.0,0.0
A,6592821115,13,0.07692307692307693,0.08945221445221442,0.03904438406309853,0.0,0.0,0.0
A,6618792571,9,0.3333333333333333,0.13638888888888878,0.07416992960097653,0.0,0.0,0.0
A,6621511673,8,0.625,0.5,0.03064066852367691,0.0,0.0,0.0
A,6624174621,6,0.5,0.08813762626262613,0.05406336888248636,0.0,0.0,0.0
A,6642268693,7,0.42857142857142855,0.18181818181818174,0.15140505336790683,0.0,0.0,0.0
A,6690256857,3,1.0,0.5480353535353535,0.3388733697946698,0.0,0.0,0.0
A,6691330381,7,0.42857142857142855,0.14285714285714285,0.015331010452961669,0.0,0.0,0.0
A,6713120511,7,0.5714285714285714,0.0687813852813853,0.036543727237077106,0.0,0.0,0.0
A,6727904179,8,0.375,0.21962620223803098,0.1532758935960557,0.0,0.0,0.0
A,6754608321,6,0.6666666666666666,0.15780050505050505,0.1377502659519297,0.0,0.0,0.0
A,6762389913,6,0.6666666666666666,0.44590782828282843,0.15390614008722162,0.0,0.0,0.0
A,6772999108,4,0.5,0.0,0.0,0.0,0.0,0.0
A,6786501294,5,0.4,0.2,0.0179591836734694,0.0,0.0,0.0
A,6806999702,11,0.18181818181818182,0.1343285123966945,0.05546245793858237,0.0,0.0,0.0
A,6879924118,3,0.6666666666666666,0.8246439393939392,0.2932581753433127,0.0,0.0,0.0
A,6895608152,7,0.14285714285714285,0.14285714285714285,0.008121077888519759,0.0,0.0,0.0
A,6896884547,7,0.42857142857142855,0.4105952380952381,0.1433136356034578,0.0,0.0,0.0
A,6898821807,9,0.5555555555555556,0.2689301346801347,0.18301840366954958,0.0,0.0,0.0
A,6964124866,2,1.0,1.0,0.6054135338345867,0.0,0.0,0.0
A,6988748711,8,0.25,0.06960606060606059,0.05315965501824814,0.0,0.0,0.0
A,7001078933,7,0.14285714285714285,0.07142857142857142,0.04282951562242806,0.0,0.0,0.0
A,7059877301,8,0.25,0.11244791666666651,0.07690503378418145,0.0,0.0,0.0
A,7088595057,6,0.16666666666666666,0.16666666666666666,0.022696815718157185,0.0,0.0,0.0
A,7114553643,8,0.5,0.4788380681818182,0.1174559747091086,0.0,0.0,0.0
A,7149153537,6,0.3333333333333333,0.2813636363636361,0.09558462888000203,0.0,0.0,0.0
A,7164729910,8,0.5,0.3569210647734715,0.11224686471629819,0.0,0.0,0.0
A,7223854838,4,0.25,0.039772727272727224,0.028539707419017707,0.0,0.0,0.0
A,7288107396,7,0.7142857142857143,0.4425189393939393,0.24893846200242406,0.0,0.0,0.0
A,7308042410,7,0.2857142857142857,0.24889718614718612,0.1351906303514385,0.0,0.0,0.0
A,7331927796,10,0.5,0.24176893939393937,0.10979583244475352,0.0,0.0,0.0
A,7364407194,2,1.0,0.5,0.16923076923076927,0.0,0.0,0.0
A,7416295940,10,0.5,0.21188484848484865,0.07919638769656553,0.0,0.0,0.0
A,7442562474,6,0.5,0.17251641414141414,0.069079958840807,0.0,0.0,0.0
A,7453733046,13,0.6153846153846154,0.16626165501165496,0.11970553881061524,0.0,0.0,0.0
A,7492398760,11,0.5454545454545454,0.2109876033057854,0.11008009880976076,0.0,0.0,0.0
A,7531285946,8,0.625,0.45692992424242423,0.1709140068468896,0.0,0.0,0.0
A,7533369046,4,0.75,0.15482954545454558,0.12095899693185626,0.0,0.0,0.0
A,7536230796,5,0.6,0.3162878787878788,0.13653581471676007,0.0,0.0,0.0
A,7571121368,7,0.42857142857142855,0.2770660173160172,0.11221646932144232,0.0,0.0,0.0
A,7572859950,3,1.0,0.10606060606060601,0.10606060606060601,0.0,0.0,0.0
A,7605329840,7,0.5714285714285714,0.31808008658008663,0.2994712710418054,0.0,0.0,0.0
A,7728559968,5,0.6,0.6010560606060604,0.2075571986415954,0.0,0.0,0.0
A,7771650716,8,0.75,0.567507124387882,0.3363504391710753,0.0,0.0,0.0
A,7786283208,6,0.0,0.12505050505050505,0.1158525173123713,0.0,0.0,0.0
A,7961460440,1,0.0,0.0,0.0,0.0,0.0,0.0
A,7987845241,4,0.25,0.0,0.0,0.0,0.0,0.0
A,7988210561,7,0.8571428571428571,0.6632164502164501,0.535437552420745,0.0,0.0,0.0
A,7999756100,5,0.4,0.3177290482524142,0.1780277558482731,0.0,0.0,0.0
A,8024853715,5,1.0,0.5582022976334916,0.29484674786451787,0.0,0.0,0.0
A,8064178441,9,0.4444444444444444,0.2222222222222222,0.027120051644883045,0.0,0.0,0.0
A,8080432373,8,0.5,0.054119318181818185,0.02941630636195183,0.0,0.0,0.0
A,8107573462,10,0.9,0.32301363636363634,0.24259441280874747,0.0,0.0,0.0
A,8132842161,6,1.0,0.6640707070707074,0.41435212776715363,0.0,0.0,0.0
A,8171216955,6,0.5,0.3946309568716208,0.1566231916743673,0.0,0.0,0.0
A,8188651630,4,0.25,0.25,0.04119850187265917,0.0,0.0,0.0
A,8189958994,8,0.375,0.3347566287878788,0.1709237964505927,0.0,0.0,0.0
A,8211075660,4,0.75,0.5293257575757577,0.13494630548360223,0.0,0.0,0.0
A,8224492254,4,0.5,0.21136363636363636,0.10258445516891031,0.0,0.0,0.0
A,8224504302,3,0.3333333333333333,0.28030303030303005,0.28030303030303005,0.0,0.0,0.0
A,8225502382,8,0.25,0.1287168560606061,0.12164321334403305,0.0,0.0,0.0
A,8241491518,2,0.5,0.1946742424242427,0.12521046511036546,0.0,0.0,0.0
A,8253302563,8,0.375,0.32149621212121215,0.24316491077579694,0.0,0.0,0.0
A,8277866423,8,0.75,0.449817646727498,0.22359067908721428,0.0,0.0,0.0
A,8313365386,7,0.5714285714285714,0.3062770562770563,0.21175352853631366,0.0,0.0,0.0
A,8318310610,3,0.0,0.0,0.0,0.0,0.0,0.0
A,8330342965,7,0.7142857142857143,0.3474025974025974,0.27800169636896305,0.0,0.0,0.0
A,8387356484,3,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
A,8388104887,5,0.4,0.09510000000000002,0.09282576866764276,0.0,0.0,0.0
A,8403741210,2,0.5,0.19940530303030332,0.1554202070183107,0.0,0.0,0.0
A,8428551576,10,0.4,0.15606136363636364,0.07235742068267845,0.0,0.0,0.0
A,8455160795,4,0.5,0.25834280303030294,0.15940904906513628,0.0,0.0,0.0
A,8457210773,5,0.0,0.027272727272726976,0.01578947368421036,0.0,0.0,0.0
A,8464056582,7,0.2857142857142857,0.10633116883116882,0.02747914053959052,0.0,0.0,0.0
A,8493226484,4,0.75,0.27849242424242415,0.2629367418304337,0.0,0.0,0.0
A,8495272210,6,0.6666666666666666,0.35558459595959585,0.18195074630983624,0.0,0.0,0.0
A,8505893258,5,0.2,0.0,0.0,0.0,0.0,0.0
A,8513603944,5,0.4,0.39170757575757575,0.181363971322309,0.0,0.0,0.0
A,8531675050,5,0.4,0.33530867223235933,0.17404133925267778,0.0,0.0,0.0
A,8552680285,4,0.75,0.24685606060606063,0.15148349575857448,0.0,0.0,0.0
A,8557532213,8,0.875,0.39398746179607225,0.24683488007786414,0.0,0.0,0.0
A,8575881495,9,0.5555555555555556,0.255851851851852,0.12102380850608184,0.0,0.0,0.0
A,8594314852,10,0.8,0.5714037878787879,0.4494175676962696,0.0,0.0,0.0
A,8604794910,6,1.0,0.35577651515151515,0.30306955542565533,0.0,0.0,0.0
A,8627074061,6,0.5,0.16666666666666666,0.11458333333333337,0.0,0.0,0.0
A,8740703217,6,0.8333333333333334,0.24955245710929652,0.13784960718294056,0.0,0.0,0.0
A,8783897632,7,0.5714285714285714,0.22737987012987007,0.1519658096719169,0.0,0.0,0.0
A,8797589693,8,0.0,0.0,0.0,0.0,0.0,0.0
A,8811725760,9,0.4444444444444444,0.22643350421128197,0.12419082092109227,0.0,0.0,0.0
A,9082180631,4,0.75,0.24376080626080632,0.10708718188222348,0.0,0.0,0.0
A,9088819598,8,0.5,0.35310142398309685,0.16314351602467375,0.0,0.0,0.0
A,9217939684,7,0.5714285714285714,0.17018398268398263,0.15006030209880714,0.0,0.0,0.0
A,9293415110,2,0.0,0.10227272727272732,0.04054054054054056,0.0,0.0,0.0
A,9304738817,1,1.0,0.0,0.0,0.0,0.0,0.0
A,9408800471,10,0.6,0.2753222183695784,0.1973153055860682,0.0,0.0,0.0
A,9473479950,5,0.8,0.31135832802499464,0.19670399663820348,0.0,0.0,0.0
A,9498159305,4,0.5,0.007360084788176741,0.0026067734401067667,0.0,0.0,0.0
A,9531760182,9,0.4444444444444444,0.18213530655391122,0.12074155441213315,0.0,0.0,0.0
A,9565310990,6,0.3333333333333333,0.17523584190250863,0.0940810176628175,0.0,0.0,0.0
A,9576671750,3,0.6666666666666666,0.24839485950597076,0.16333969336095094,0.0,0.0,0.0
A,9612838272,7,0.7142857142857143,0.3511648993019874,0.29554373515575255,0.0,0.0,0.0
A,9917882506,6,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
F,10001787725,4,0.5,0.25,0.21999999999999986,0.0,0.0,0.0
F,10030609934,10,0.5,0.20399793733127058,0.14685967409739592,0.0,0.0,0.0
F,10042935613,12,0.5,0.339324172657506,0.21640945303157308,0.0,0.0,0.0
F,10082798964,3,0.6666666666666666,0.22272727272727275,0.11328179620862551,0.0,-0.030303030303030193,-0.018520328632942465
F,10127533784,4,0.75,0.2818481360148027,0.2801504344540474,0.0,0.0,0.0
F,10309542255,5,0.8,0.5171747505080837,0.40473633441256673,0.0,0.0,0.0
F,10607095936,7,0.2857142857142857,0.06339889673223009,0.03988468991684036,0.0,0.0,0.0
F,10779838974,4,1.0,0.25,0.07432432432432434,0.0,0.0,0.0
F,11244289523,8,0.875,0.4538352272727274,0.3627695332317856,0.0,0.0,0.0
F,11503803033,3,0.3333333333333333,0.18212121212121177,0.11234448893581571,0.0,0.0,0.0
F,11541421563,7,0.5714285714285714,0.14744588744588746,0.12130167367843422,0.0,0.0,0.0
F,11566930393,4,0.25,0.0,0.0,0.0,0.0,0.0
F,11566980553,8,0.5,0.25,0.16789473684210526,0.0,0.0,0.0
F,11681746823,5,1.0,0.7553417053417053,0.6905242737283179,0.0,0.0,0.0
F,11849091804,1,1.0,1.0,0.17254901960784322,0.0,0.0,0.0
F,11871253306,10,0.2,0.13540530303030301,0.12609802869774583,0.1,0.015986363636363646,0.013801357767923711
F,11966080214,5,0.4,0.0,0.0,0.0,0.0,0.0
F,12392885583,9,0.6666666666666666,0.2773838383838384,0.154618081800178,0.0,0.0,0.0
F,12682618843,6,0.5,0.308217741260628,0.19722032629906636,0.0,0.0,0.0
F,13296054183,1,0.0,0.0,0.0,0.0,0.0,0.0
F,13569831214,5,0.6,0.34999999999999964,0.26733333333333315,0.0,0.0,0.0
F,13919236672,9,0.1111111111111111,0.0980429082280934,0.06060958842923246,0.0,0.0,0.0
F,14003541505,8,0.625,0.24997159090909082,0.21366276807211462,0.0,0.0,0.0
F,2400171624,4,0.5,0.027102272727272732,0.021207540458829815,0.0,-0.06829545454545449,-0.07373704221477337
F,2400715506,3,0.3333333333333333,0.3021212121212122,0.09419879062736203,0.0,-0.031212121212121136,-0.012857170443197521
F,2401167740,6,0.8333333333333334,0.2529166666666667,0.2307073737458849,0.0,0.0,0.0
F,2405940242,5,1.0,0.5049090909090908,0.33756062146524984,0.0,0.0,5.551115123125783e-17
F,2434859163,2,1.0,0.2857954545454547,0.2684098185699041,0.0,0.0,0.0
F,2435100235,9,0.2222222222222222,0.1111111111111111,0.022952529994783546,0.0,0.0,0.0
F,2435633172,6,0.0,0.06776515151515176,0.025685931115003034,0.0,0.0,0.0
F,2442307875,6,0.6666666666666666,0.2954545454545454,0.23636363636363625,0.0,0.018939393939393923,0.021969696969696917
F,2454242177,9,0.7777777777777778,0.5555555555555556,0.1516040709258818,0.0,0.0,0.0
F,2461993294,3,0.3333333333333333,0.466199494949495,0.15314411344727705,0.0,0.0,0.0
F,2495861393,7,0.2857142857142857,0.23051948051948049,0.12744533947065587,0.0,0.0,0.0
F,2503404966,6,0.16666666666666666,0.16666666666666666,0.044176706827309224,0.0,0.11759469696969696,0.011971968716090388
F,2535384528,6,0.3333333333333333,0.1265151515151515,0.09608277900960831,0.0,0.0,0.0
F,2559262403,6,0.16666666666666666,0.1334517045454546,0.07871084210056394,0.0,0.0,0.0
F,2567843468,6,0.6666666666666666,0.30950213049584613,0.25720330163008864,0.0,0.0,0.0
F,2573424030,9,0.5555555555555556,0.3063888888888885,0.15932662132337538,0.0,0.0,0.0
F,2584172238,8,0.75,0.3437855113636363,0.2599829432344546,0.0,0.0,0.0
F,2596300565,4,0.25,0.25,0.03142857142857142,0.0,0.0,0.0
F,2599937944,7,0.8571428571428571,0.7159415584415585,0.40755628469101535,0.0,0.0,0.0
F,2604394962,6,0.16666666666666666,0.16666666666666666,0.11235144927536234,0.0,0.0,0.0
F,2614918961,5,0.2,0.1981863636363635,0.18397434545032584,0.0,0.17138333333333292,0.17011668221739318
F,2623954636,11,0.18181818181818182,0.10154958677685945,0.07721361405738432,0.0,0.06832644628099173,0.05473081442497062
F,2669452260,3,0.3333333333333333,0.3552348484848486,0.2964365471699178,0.0,0.0,0.0
F,2679130168,8,0.875,0.3926444128787878,0.3002155762424773,0.0,-0.07015033143939398,-0.019017128026349195
F,2679328607,7,1.0,0.30055194805194796,0.2023999290769322,0.0,0.0,0.0
F,2696280239,7,0.5714285714285714,0.3443798701298702,0.27313378950996936,0.0,0.05844155844155846,0.05844155844155843
F,2697214342,2,0.5,0.5,0.09777777777777774,0.0,0.0,0.0
F,2697261300,5,0.6,0.45935454545454546,0.3094786152294081,0.0,0.0,0.0
F,2705374471,2,1.0,0.33147775942080837,0.3314777594208083,0.0,0.0,0.0
F,2712662377,4,1.0,0.4447386363636363,0.36304832427663924,0.0,0.0,0.0
F,2717347132,4,0.75,0.636125,0.24577551986058954,0.0,0.0,0.0
F,2726497009,8,0.5,0.09375000000000006,0.09375000000000006,0.0,0.0,0.0
F,2731071928,1,0.0,0.31977272727272765,0.16185436558150268,0.0,0.0,0.0
F,2735019707,7,0.7142857142857143,0.3679177489177489,0.2891044334658649,0.0,0.0,0.0
F,2736413196,7,0.7142857142857143,0.3253571428571429,0.059854010274641586,0.0,0.0,0.0
F,2771402761,4,0.0,0.0,0.0,0.0,0.0,0.0
F,2782307049,4,0.5,0.25,0.12359550561797758,0.0,0.0,0.0
F,2782658657,7,0.7142857142857143,0.4456233766233767,0.3564458160976308,0.0,0.06460714285714286,0.06635754591327547
F,2793260225,6,0.6666666666666666,0.4972624292073751,0.30513182471093275,0.0,0.0,0.0
F,2793806282,8,0.25,0.15784090909090903,0.06959116035759072,0.0,0.0,0.0
F,2796821016,5,0.0,0.0,0.0,0.0,0.0,0.0
F,2809330695,6,0.5,0.3133238636363637,0.26752320354248676,0.16666666666666669,0.0,0.0
F,2821788355,6,0.5,0.4267045454545455,0.22211245809212957,0.0,0.0,0.0
F,2824317018,7,0.2857142857142857,0.21175324675324667,0.07106359120394122,0.0,0.0,0.0
F,2829462646,1,1.0,0.3004772727272705,0.12154000312560241,0.0,0.0,0.0
F,2833209794,4,0.5,0.11554926138259472,0.09574582234099309,0.0,0.0,0.0
F,2834146886,9,0.5555555555555556,0.36176094276094267,0.25495098120721077,0.0,0.0,0.0
F,2854886555,5,0.6,0.5949818181818183,0.39090812929944924,0.0,0.0,0.0
F,2868183184,9,0.5555555555555556,0.31040404040404046,0.069468424626161,0.0,-0.1111111111111111,-0.05684754521963824
F,2871995580,6,0.3333333333333333,0.15990808326574749,0.11949494949494949,0.0,0.0,0.0
F,2877270840,4,0.75,0.3079545454545454,0.2048403193612774,0.0,0.0,0.0
F,2925298951,7,0.42857142857142855,0.20011985182025432,0.13807389179329801,0.0,0.0,0.0
F,2930782930,7,0.2857142857142857,0.22424025974025974,0.09408478340345136,0.0,0.0,0.0
F,2932897373,4,0.75,0.6969504447268107,0.49424774202410793,0.0,0.0,0.0
F,2957808913,6,0.6666666666666666,0.25385227272727273,0.17174212292174998,0.0,0.0,0.0
F,2971556305,2,0.0,0.0,0.0,0.0,0.0,0.0
F,2973331780,4,1.0,0.7455454545454546,0.45541622284518507,0.0,0.0,0.0
F,2976913210,4,0.75,0.0,0.0,0.0,0.0,0.0
F,2977504625,3,0.3333333333333333,0.1325757575757576,0.06306306306306307,0.0,0.0,0.0
F,2978295992,2,0.0,0.0,0.0,0.0,0.0,0.0
F,2984974097,4,0.75,0.33687500000000004,0.22114331862088915,0.0,0.0,0.0
F,2987766537,2,0.0,0.0011363636363636125,0.0006675567423230833,0.0,0.0,0.0
F,2990321092,3,0.6666666666666666,0.3908181818181819,0.3061281888564131,0.0,0.0,0.0
F,3026084730,8,0.0,0.023071022727272742,0.01695293842582543,-0.125,0.0,0.0
F,3046900922,9,0.6666666666666666,0.33867845117845125,0.19543544850366162,0.0,0.0,0.0
F,3049351381,2,0.5,0.5,0.30985915492957733,0.0,0.0,0.0
F,3060478605,1,0.0,0.0,0.0,0.0,0.0,0.0
F,3063380173,5,0.8,0.1720454545454546,0.16403033586132182,0.0,0.0,0.0
F,3078294001,7,0.5714285714285714,0.3280032467532467,0.2502706962111031,0.0,0.0,0.0
F,3105728894,6,0.3333333333333333,0.30318181818181816,0.1738299401399772,0.0,0.09089267676767679,0.023663758785935157
F,3107742409,3,0.0,0.0,0.0,0.0,0.0,0.0
F,3112351937,3,1.0,0.32286785379568883,0.3228678537956888,0.0,0.0,0.0
F,3121571439,7,0.7142857142857143,0.08883116883116886,0.07363029572633731,0.0,0.053116883116883146,0.037916010012051596
F,3131380536,4,0.75,0.5,0.09672312504768447,0.0,0.0,0.0
F,3145698830,10,0.3,0.17423181818181818,0.11888666878972057,0.0,0.0,0.0
F,3151715056,3,0.0,0.06101262626262638,0.027131430393804997,0.0,0.0,0.0
F,3155382178,9,0.6666666666666666,0.38132575757575765,0.2720769499959357,0.0,0.0,0.0
F,3158022797,3,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
F,3164519967,6,0.5,0.27270075757575757,0.13382958988530405,0.0,0.0,0.0
F,3171006258,5,0.6,0.33327272727272744,0.0725946767545069,0.0,0.0,0.0
F,3192668394,7,0.7142857142857143,0.5348701298701299,0.20995856227270654,0.0,0.0,0.0
F,3194558043,1,0.0,0.0,0.0,0.0,0.0,0.0
F,3198533789,2,0.0,0.0,0.0,0.0,0.0,0.0
F,3206694342,3,0.0,0.0,0.0,0.0,0.0,0.0
F,3218498932,7,0.8571428571428571,0.34054587808854025,0.22088325289085975,0.0,0.0,0.0
F,3233088823,3,0.6666666666666666,0.4828787878787879,0.24641451674283932,0.0,0.0,0.0
F,3261079025,7,0.42857142857142855,0.39945454545454545,0.29139200384920366,0.0,0.0,0.0
F,3263908208,7,1.0,0.8685064935064934,0.3086435266452637,0.0,0.0,0.0
F,3270490566,3,0.6666666666666666,0.0,0.0,0.0,-0.20818181818181827,-0.192760942760943
F,3303565503,7,0.7142857142857143,0.2397792207792208,0.09747512708918896,0.0,0.0,0.0
F,3321261856,5,0.6,0.15302424242424245,0.08218140783943248,0.0,0.0,0.0
F,3322503255,6,0.3333333333333333,0.16666666666666666,0.030683403068340304,0.0,0.0,0.0
F,3340340268,8,0.0,0.03744318181818187,0.02293929267613481,0.0,0.0,0.0
F,3345608051,5,0.6,0.2,0.026993865030674878,0.0,0.0,0.0
F,3359075894,8,0.625,0.1056818181818182,0.09966997822536745,0.0,0.0,0.0
F,3372023610,6,0.5,0.16666666666666666,0.0520094562647754,0.0,0.0,0.0
F,3375218204,10,0.5,0.15984999999999996,0.0790469115451659,0.0,0.0,0.0
F,3376544720,8,0.375,0.23863636363636348,0.13260188087774283,0.0,-0.024833096590909265,-0.017004007236368718
F,3380344744,2,0.5,0.001181818181818052,0.00020241654210261849,0.0,0.0,0.0
F,3383804222,6,0.0,0.06680871212121216,0.04429584981477997,-0.16666666666666666,0.0,0.0
F,3388598772,6,0.8333333333333334,0.577354797979798,0.449305229865635,0.0,0.0,0.0
F,3427674558,4,0.5,0.31204545454545474,0.3118297310674808,0.0,0.0,0.0
F,3429509208,10,0.6,0.4893967803030302,0.3258074494470995,-0.09999999999999998,0.0701458333333333,0.03920777579446039
F,3441428429,5,0.0,0.06604848484848477,0.030440490489092437,0.0,0.0,0.0
F,3445431963,4,0.5,0.091796875,0.03889557628648812,0.0,0.0,0.0
F,3455926688,3,1.0,1.0,0.26493017422680093,0.0,0.0,0.0
F,3456030972,5,0.4,0.35942727272727276,0.16203073286454103,0.0,0.0,0.0
F,3462517143,5,0.6,0.2933969696969698,0.17856715096208764,0.0,0.0,0.0
F,3477387686,6,0.3333333333333333,0.17945833333333353,0.1763945191572116,0.0,0.0,0.0
F,3508407941,4,0.75,0.575262784090909,0.3520822201983894,0.0,0.0,0.0
F,3508459605,11,0.18181818181818182,0.11492906336088149,0.09388328750044116,0.0,0.0,0.0
F,3524939594,8,1.0,0.39658735795454547,0.2963675823952982,0.0,0.0,0.0
F,3526597179,6,1.0,0.4414861111111113,0.34222607205236555,0.0,0.0,0.0
F,3530231811,3,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
F,3550839192,2,1.0,0.7173863636363635,0.170562041295351,0.0,0.0,0.0
F,3555755537,1,1.0,1.0,0.18032786885245908,0.0,0.0,0.0
F,3557498300,7,0.5714285714285714,0.3232770562770562,0.20731351975049472,0.0,0.0,0.0
F,3581585756,7,0.14285714285714285,0.0,0.0,0.0,0.0,0.0
F,3626788516,6,0.5,0.3979924242424242,0.22123963728311147,0.0,0.0,0.0
F,3655906094,7,0.42857142857142855,0.12612337662337664,0.10743118912009517,0.0,0.0,0.0
F,3708066257,2,0.5,0.0,0.0,0.0,0.0,0.0
F,3711681535,8,0.5,0.29262405303030287,0.10831907151652541,0.0,0.0,0.0
F,3719793245,2,0.0,0.032806818181818236,0.027177903714721483,0.0,0.0,0.0
F,3741143820,5,0.6,0.46854545454545454,0.42630301259231695,0.0,0.0,0.0
F,3763643225,5,0.6,0.5363318181818182,0.3648384764500663,0.0,0.0,0.0
F,3804148568,3,0.3333333333333333,0.3333333333333333,0.02295252999478353,0.0,0.0,0.0
F,3814690167,4,0.75,0.6566507619731268,0.324681338028169,0.0,0.0,0.0
F,3821781616,7,1.0,0.5622099282902173,0.4481694978174658,0.0,0.0,0.0
F,3830567237,10,0.7,0.45261590909090915,0.14333010404890656,0.0,0.0,0.0
F,3846475848,10,0.7,0.6,0.06724799937727101,0.0,0.0,0.0
F,3851913128,6,0.5,0.17391997449386257,0.06245833333333334,0.0,0.0,0.0
F,3861485381,6,0.6666666666666666,0.15967676767676778,0.13224031806159367,0.0,0.0,0.0
F,3869005094,4,1.0,0.6484065331146517,0.47473860160179804,0.25,0.2639795962199313,0.1949745732975096
F,3897746373,6,0.5,0.20024353482468663,0.11097967260298613,0.0,0.0,0.0
F,3902997424,5,0.8,0.3501864112327463,0.30013860137289833,0.0,0.0,0.0
F,3942617402,4,0.25,0.25,0.10679611650485435,0.0,0.0,0.0
F,3943634344,9,0.4444444444444444,0.23127777777777775,0.21565337296715253,0.0,0.0,0.0
F,3960291106,8,0.625,0.2989349714932832,0.16590707545770145,0.0,0.0,0.0
F,3963997053,5,0.4,0.21734545454545465,0.158601099085865,0.2,-0.07356363636363625,-0.0076508489660830625
F,3972259774,8,0.5,0.04944957386363632,0.03421375921375917,0.0,0.0,0.0
F,3974684583,4,0.75,0.6923636363636363,0.43790459070478316,0.0,0.0,0.0
F,3981865268,2,0.0,0.0,0.0,0.0,0.0,0.0
F,4006608424,10,0.4,0.24792575757575727,0.07498440750689883,0.0,0.0,0.0
F,4010069381,4,0.75,0.6582954545454545,0.4004313438083699,0.0,0.0,0.0
F,4024008346,6,0.6666666666666666,0.2975909924063891,0.21579099240638913,0.0,0.0,0.0
F,4036955771,4,0.75,0.25,0.14666666666666686,0.25,0.0,0.0
F,4075791856,3,0.0,0.0,0.0,0.0,0.0,0.0
F,4092992100,6,0.8333333333333334,0.23827651515151516,0.16105155235063862,0.0,0.0,0.0
F,4094488636,4,0.75,0.5748674242424242,0.41308086653037,0.0,0.0,0.0
F,4103088549,7,0.42857142857142855,0.41890909090909095,0.257202196704537,0.0,0.0,0.0
F,4123915842,7,0.7142857142857143,0.5225389610389611,0.3507001004688081,0.0,0.0,0.0
